id,gen_summary,sent,label,lexrank_rank,rouge1_rank,bertscore_rank,attention_rank,perplexity_rank,lexrank,rouge1,bertscore,attention,perplexity
xsum__train__30449286__pegasus-xsum__0,A magistrate who posted a picture of himself holding an automatic weapon on Twitter has been sacked.,"""The photographs were deemed by a conduct panel to have brought the magistracy into disrepute.",1,9,7,7,2,7,0.6023163438363756,0.0625,0.8604637980461121,1.4482431411743164,-0.021475672721862793
xsum__train__30449286__pegasus-xsum__0,A magistrate who posted a picture of himself holding an automatic weapon on Twitter has been sacked.,"""The Lord Chancellor and the Lord Chief Justice concluded that this behaviour amounted to serious misconduct and have removed Mr Atwal from the magistracy.""",2,5,9,9,1,1,1.0696842340430743,0.0,0.8570939302444458,1.5355240106582642,0.12833666801452637
xsum__train__30449286__pegasus-xsum__0,A magistrate who posted a picture of himself holding an automatic weapon on Twitter has been sacked.,Mr Atwal has yet to comment.,0,0,5,6,9,5,1.3119902537915074,0.08695652173913045,0.8607679009437561,0.15009728074073792,0.005524873733520508
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"Mr Weah got 78% of the vote for the Montserrado county seat, which includes the capital Monrovia.",2,0,3,3,5,0,1.0702200286951635,0.20512820512820512,0.8598941564559937,1.3298089504241943,0.9752722978591919
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"He beat Robert Sirleaf, the son of President Ellen Johnson Sirleaf, who took nearly 11%.",1,9,8,8,9,4,0.9509712595869371,0.10810810810810811,0.8382349014282227,0.6215938329696655,0.07317054271697998
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"Low turnout in the poll, which was first planned for October, was blamed on concerns about Ebola.",0,3,7,4,8,3,1.0,0.15384615384615383,0.8521581292152405,0.7521945834159851,0.5454455614089966
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,Strict health controls were in place to try to prevent the spread of the disease.,0,4,6,5,7,8,1.0,0.16216216216216214,0.8463554382324219,0.7667233943939209,0.021837472915649414
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"Those who came to polling stations had their temperature taken, were told to stand a metre (3ft) apart and wash their hands before and after voting.",0,5,9,9,6,5,1.0,0.04166666666666667,0.8269960284233093,1.0400930643081665,0.04532015323638916
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"Liberia has been one of the countries worst affected by Ebola, with almost 3,400 deaths, the UN says.",1,6,4,6,1,9,1.0,0.1951219512195122,0.8453854918479919,5.836136817932129,0.006932854652404785
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"Other winners in the senate elections include Jewel Howard-Taylor, the ex-wife of the jailed former president Charles Taylor, and the former rebel leader Prince Johnson. Both retained their seats.",1,2,1,2,3,1,1.000566575492741,0.2641509433962264,0.863495409488678,3.082568883895874,0.6443933248519897
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"The National Elections Commission chairman, Jerome Korkoya, called the conclusion of the vote ""the end of a crucial journey"".",0,8,5,7,4,7,0.9583666645423659,0.1951219512195122,0.845041036605835,1.7619946002960205,0.027138352394104004
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"Mr Weah won the first round of the 2005 presidential election, losing the runoff to Ms Johnson-Sirleaf.",1,1,2,1,2,6,1.0198754716827303,0.25,0.8654311299324036,4.279604911804199,0.04182887077331543
xsum__test__30614066__pegasus-xsum__0,Former Fifa world footballer of the year George Weah has won a seat in Liberia's senate in elections held on Sunday.,"He is the only African to be named Fifa's world player of the year, winning in 1995.",1,7,0,0,0,2,1.0,0.35000000000000003,0.8773935437202454,6.529281139373779,0.6356655359268188
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"Four councils have pledged £250,000 for a detailed traffic modelling plan to look at traffic on both sides of the proposed bridge in detail.",2,6,1,1,6,1,0.9347444911360533,0.3829787234042554,0.8818176984786987,1.0332820415496826,0.3711874485015869
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,The idea for a new bridge to ease congestion in Reading town centre has been circulating for about 40 years.,2,5,0,0,5,2,0.9654014798740924,0.47619047619047616,0.916672945022583,1.3063390254974365,0.19070327281951904
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"There are three main routes over the Thames in the area, two in Caversham, Reading and one in Sonning, Wokingham.",1,8,5,5,3,3,0.8113941982787231,0.23809523809523808,0.8700690865516663,1.639677882194519,0.14756786823272705
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"Wokingham and Reading Borough Councils, along with Oxfordshire County Council and South Oxfordshire District Council have all pledged money for the study.",0,0,4,4,9,7,1.421071100576617,0.2727272727272727,0.8715899586677551,0.7440121173858643,0.01812434196472168
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"A spokesman for South Oxfordshire District Council said: ""We are mindful of the potential negative impact that a scheme such as and additional bridge could have on the road network within South Oxfordshire.",2,1,3,3,0,9,1.2000392251787975,0.2909090909090909,0.8730884194374084,7.338650703430176,-0.015753507614135742
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"""However we are committed to working with neighbouring authorities to identify solutions which may ease the traffic problems.""",0,7,7,6,8,5,0.8166661990669116,0.19999999999999998,0.8689075112342834,0.7984529733657837,0.046430230140686035
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"Wokingham council leader Keith Baker, said other ideas to ease the traffic congestion including an expanded park-and-ride route were ""tinkering at the edges - we need to do something big"".",0,3,6,7,1,0,1.0097580554043628,0.22641509433962262,0.8635607957839966,6.748785495758057,0.39011216163635254
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"Mr Baker said: ""We've had an extensive traffic model for our area but what we didn't have was going across the river into Oxfordshire.",0,2,2,2,2,4,1.183248901193258,0.2916666666666667,0.8740743398666382,2.008312702178955,0.13902652263641357
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"""That hopefully will give us the definitive evidence to start mitigating against some of the issues that Oxfordshire County Council have.""",0,4,8,8,4,8,0.9962060505916416,0.18604651162790697,0.860907256603241,1.5628938674926758,0.00019252300262451172
xsum__test__30809806__pegasus-xsum__0,Plans for a new bridge across the River Thames to ease traffic congestion in Reading and Oxfordshire have moved a step closer.,"The bridge and any road alterations would cost between £60m and £100m, which would require government funding.",0,9,9,9,7,6,0.661470298699576,0.15384615384615383,0.860756516456604,0.8195927739143372,0.02314305305480957
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,Jurors in Los Angeles decided that the 2013 single by Pharrell Williams and Robin Thicke breached the copyright of Gaye's 1977 hit Got To Give It Up.,2,1,8,1,5,0,1.348890915272282,0.18181818181818182,0.8847239017486572,1.0352650880813599,3.457939624786377
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,The family of the late soul singer has been awarded $7.3m (Â£4.8m) in damages.,0,5,6,7,10,1,1.0,0.1875,0.8614203333854675,0.5851709246635437,0.08474898338317871
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"Thicke and Williams denied copying the hit, and their lawyer said the ruling set a ""horrible precedent"".",0,0,3,4,12,4,1.4027739709162215,0.24242424242424243,0.870547890663147,0.4711455702781677,0.023356318473815918
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"Meanwhile, the Gaye family's lawyer told Rolling Stone he wanted to stop the sales of Blurred Lines.",0,9,0,0,9,6,0.9493872265959356,0.29411764705882354,0.8969993591308594,0.6901677846908569,0.012310624122619629
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"""We'll be asking the court to enter an injunction prohibiting the further sale and distribution of Blurred Lines unless and until we can reach an agreement with those guys on the other side about how future monies that are received will be shared,"" attorney Richard Busch said.",0,12,7,6,6,11,0.694489271474366,0.1875,0.8646577596664429,1.0158694982528687,-0.008031249046325684
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"Gaye died in April 1984, leaving his children the copyright to his music.",0,8,10,5,11,8,0.9805061636276815,0.13793103448275862,0.8663425445556641,0.5355924963951111,0.0056073665618896484
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"His children - Nona, Frankie and Marvin Gaye III - sued Thicke and Williams in 2013. Nona wept as the verdict was read in court.",0,3,4,10,2,3,1.1471451169369167,0.20512820512820512,0.8545645475387573,2.693054676055908,0.029294967651367188
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"""Right now, I feel free,"" she told reporters after the ruling. ""Free from... Pharrell Williams and Robin Thicke's chains and what they tried to keep on us and the lies that were told.""",0,4,9,11,4,2,1.0327742254464116,0.15999999999999998,0.8498008847236633,1.099921703338623,0.040708065032958984
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"In court, Williams had told jurors that Gaye's music was part of the soundtrack of his youth but he insisted it was not on his mind when he wrote the song.",0,2,2,3,3,7,1.1850843860141544,0.25,0.8763994574546814,1.3212053775787354,0.00947427749633789
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"But the musician recognised a likeness between the songs and agreed he was ""channelling... that late-70s feeling"" when he co-wrote the song.",0,11,5,9,7,9,0.7072457263143602,0.2,0.8569917678833008,0.7821158170700073,0.0020058155059814453
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,Thicke testified that he had contributed little to the writing of the song.,0,7,1,2,8,5,0.9925618258688318,0.27586206896551724,0.8786604404449463,0.7435886859893799,0.013900399208068848
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"""While we respect the judicial process, we are extremely disappointed in the ruling made today, which sets a horrible precedent for music and creativity going forward,"" the pair's lawyer Howard E King said.",0,10,11,8,1,13,0.9254841216001857,0.12,0.8577105402946472,2.845522880554199,-0.014842987060546875
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"""We are reviewing the decision, considering our options and you will hear more from us soon about this matter.""",0,6,12,12,13,12,1.0,0.11428571428571428,0.8481915593147278,0.38948535919189453,-0.0097886323928833
xsum__train__31825059__pegasus-xsum__0,A US court has ruled that the writers of Blurred Lines copied a Marvin Gaye song.,"The hit, which earned a Grammy nomination, generated more than $16m (Â£10.8m) in profits and made more than $5m (Â£3m) for both stars.",0,13,13,13,0,10,0.6336570499326265,0.1,0.8154960870742798,4.791893482208252,-0.007202744483947754
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.",A study by professional services firm PwC found an average of six high street chain stores closed every week across Scotland last year.,3,3,7,1,4,0,1.0804371601458982,0.15789473684210528,0.8986757397651672,0.9713293313980103,2.092921495437622
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.",The figure was similar to 2013's but fewer new stores took their place.,1,10,4,5,7,5,0.7373242468726064,0.20689655172413796,0.8883313536643982,0.7261180281639099,0.06702268123626709
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","Overall, a net 66 shops disappeared from Scotland's high streets over the course of the year.",3,0,2,0,8,1,1.2559487628221895,0.25,0.9078422784805298,0.7155022025108337,0.1256723403930664
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","The research found that mobile phone shops, bank branches and fashion stores were among those hardest hit.",0,1,6,4,10,4,1.0904474843856466,0.18750000000000003,0.8902748823165894,0.34720462560653687,0.07639873027801514
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","PwC said high streets were transforming as consumers increasingly adopted newer digital channels, mobile technologies and smartphone apps, adding that retailers were now favouring ""clicks over bricks"".",0,8,10,9,6,10,0.8809317102564106,0.0,0.8667898178100586,0.7583476305007935,-0.028487324714660645
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","Bruce Cartwright, head of business recovery services at PwC in Scotland, said: ""The Scottish high street continues its drastic overhaul in response to the advance of online sales and changing consumer demand, with last year's numbers exposing the harsh impact of 'macro' changes on the high street, especially in certain sub-sectors.",2,4,5,8,0,8,1.071198483691744,0.2058823529411765,0.8709610104560852,4.804266929626465,-0.0018453598022460938
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","""Regulation has blindsided the money shops, the advance of technology has hammered some phone operators and the internet continues to dent the clothing sector.",0,7,0,7,5,7,0.9538908051539872,0.3076923076923077,0.8792852759361267,0.8591223955154419,0.007813572883605957
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","""Despite the Scottish economy reflecting healthy, sustainable growth during 2014 and into 2015, the net loss of shops has accelerated.",0,5,3,2,3,2,1.0127589189317527,0.2285714285714286,0.894540548324585,1.1839836835861206,0.11273753643035889
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","""The insolvencies of Phones4U, Blockbuster, Albemarle & Bond and La Senza - a diverse cross-section of the retail market - epitomise these factors.""",0,6,9,10,2,9,1.0,0.1111111111111111,0.8438014388084412,3.140371322631836,-0.00446927547454834
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","He added: ""Despite the continuing problem of closures, new sub-sectors - such as discount shops and charity shops - keep growing.",0,2,1,3,1,3,1.0836232528013159,0.28571428571428575,0.8941829800605774,3.9626333713531494,0.08298540115356445
xsum__validation__31869355__pegasus-xsum__0,"The number of shops closing in Scotland has continued to rise, according to new research.","""The strength of the restaurant and fast-food sectors is also a boost for the high street.""",0,9,8,6,9,6,0.8334391749384378,0.125,0.8834952116012573,0.5311208963394165,0.012174487113952637
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"The Citizens Advice Bureau in Scotland said fees had ""altered the balance of power"" between workers and employers since they were introduced in 2013.",2,1,8,4,4,0,1.1938722217457487,0.15789473684210525,0.8902109861373901,0.8078935146331787,0.609822154045105
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"People face fees of up to Â£1,200 for their claims to be heard by a tribunal.",0,4,3,6,10,3,1.0499243724219194,0.2580645161290323,0.8824933767318726,0.3295099437236786,0.029911518096923828
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,The UK Ministry of Justice said fee waivers were available for those who could not afford to pay.,0,0,4,2,6,7,1.38443271013459,0.25,0.8934990167617798,0.5160037875175476,0.005348563194274902
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"The Citizens Advice Bureau's Price of Justice report, published jointly with Strathclyde University, revealed the number of tribunal cases lodged during the first quarter of last year fell by 81% compared with the same period 12 months previously.",0,3,13,11,9,10,1.071358951294668,0.07547169811320754,0.8607233166694641,0.3510853052139282,-0.007978320121765137
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"Citizens Advice Scotland (CAS) spokeswoman Lauren Wood said: ""A few weeks ago we published CAB evidence showing that the number of Scots being exploited at work was increasing.",3,12,11,12,13,4,0.7598342244688276,0.09523809523809523,0.8602743744850159,0.17772743105888367,0.013770699501037598
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"""Today we publish a new report which shows how such workers are being prevented from getting the justice and compensation they are entitled to.",0,10,9,7,12,6,0.8855069580069816,0.15789473684210525,0.8794358968734741,0.22989729046821594,0.00899350643157959
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"""It's two years since the government introduced a fee for employment tribunals.",0,8,0,0,8,2,1.000168468636712,0.4444444444444445,0.9113438725471497,0.39069128036499023,0.09150707721710205
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"""The evidence shows that people have been deterred from taking their grievances to tribunal because they simply can't afford to pay the fee.""",1,2,5,8,5,11,1.1851866633009824,0.2105263157894737,0.8752485513687134,0.616965651512146,-0.008662819862365723
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"She added: ""One of the most worrying aspects of this current situation is that it has altered the balance of power at work, with rogue employers now feeling they can exploit or mistreat their employees without risk of being called to account.",0,13,6,9,1,8,0.6746754172709505,0.17857142857142858,0.8656627535820007,3.2482080459594727,0.0011049509048461914
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"""In highlighting this issue today we call on the government - and all political parties - to think again about the price of justice, and to get rid of these fees.",3,6,2,1,2,1,1.0407271998396028,0.2790697674418604,0.9003871083259583,2.43672251701355,0.0915294885635376
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"""Justice should be available to everyone, not just the wealthy.""",0,9,7,5,11,5,0.8917401971088763,0.16666666666666666,0.884789764881134,0.30888354778289795,0.012188911437988281
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"A Ministry of Justice spokesman said: ""We want people to resolve these issues using quicker and simpler alternatives such as arbitration and mediation and only go to court as a last resort.",0,11,12,10,0,13,0.7909127172102481,0.08695652173913043,0.8642444014549255,3.7095091342926025,-0.03828990459442139
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"""We have made sure fee waivers are available for those who can't afford to pay, as well as diverting people away from potentially acrimonious hearings, where possible, through a new early conciliation scheme which has already been used by over 60,000 people in its first nine months.",0,7,10,13,3,12,1.0298629766642966,0.12698412698412698,0.8564590811729431,2.398508071899414,-0.03292250633239746
xsum__validation__32086288__pegasus-xsum__0,A campaign group has called on the UK government to scrap employment tribunal fees.,"""The government has committed to reviewing employment tribunal fees but believes this is better determined by the new administration following the election.""",0,5,1,3,7,9,1.0417969218956136,0.3888888888888889,0.8913545608520508,0.47839486598968506,-0.004226088523864746
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"The members say they'll continue as a four-piece after Zayn Malik announced he was leaving the group last week to ""live like a normal 22-year-old"".",2,2,0,0,2,0,1.0,0.34146341463414637,0.909117579460144,1.6749749183654785,1.6229616403579712
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"His departure was followed by rumours on Twitter, Instagram and Facebook that One Direction was about to break up.",2,3,2,1,6,10,1.0,0.12903225806451615,0.8889339566230774,0.7443897128105164,-0.02267634868621826
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"But Liam Payne thanked fans for sticking with the band and for ""not thinking it's finished"".",0,0,4,2,8,2,1.1621086239070781,0.06896551724137931,0.8851116299629211,0.578371524810791,0.17020905017852783
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"He tweeted: ""I can see a lot of people thanking us for staying but your the real Heros here thanks for not thinking it's finished.""",0,8,7,9,3,4,0.9653510180946695,0.05263157894736842,0.8513813614845276,0.8754348754882812,0.05307745933532715
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,The band continued their On the Road Again tour and have been playing concerts in South Africa.,0,1,1,3,9,1,1.0853274364882597,0.13793103448275862,0.8835805058479309,0.37410807609558105,0.9148541688919067
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,They start the European leg of the tour by playing Cardiff's Millennium Stadium on 5 and 6 June.,0,9,5,7,10,5,0.9465062646084685,0.06451612903225808,0.8585567474365234,0.24180597066879272,0.023215770721435547
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"Zayn Malik quit the group last week after flying back to the UK, having been ""signed off with stress"".",0,4,6,5,5,8,1.0,0.06451612903225808,0.8660558462142944,0.7469074130058289,0.003917336463928223
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"It was after reports that he'd cheated on his 21-year-old fiancee, Perrie Edwards.",0,5,9,6,7,7,1.0,0.0,0.8629867434501648,0.7414413690567017,0.007712841033935547
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"He told The Sun that he was ""upset"" for the group's fans and he said there was no bad blood between him and his former bandmates, who he said had been ""really supportive"".",0,10,3,4,4,6,0.8407066569014991,0.08695652173913045,0.8693037033081055,0.7772882580757141,0.01452028751373291
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"It's thought he's working on a solo album with producer Naughty Boy, who's worked on tracks for Emeli Sande, Cheryl Cole and Leona Lewis.",0,6,8,8,0,9,1.0,0.05128205128205128,0.8568914532661438,5.880211353302002,0.0012180805206298828
xsum__test__32112735__pegasus-xsum__0,One Direction have told fans they'll continue as a four-piece.,"Follow @BBCNewsbeat on Twitter, BBCNewsbeat on Instagram and Radio1Newsbeat on YouTube",0,7,10,10,1,3,1.0,0.0,0.7596661448478699,3.365065813064575,0.11086070537567139
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,"The men, who are in their mid 20s, were caught in squally conditions after they left Raasay at about 20:00 on Sunday to paddle across about a mile of sea.",3,9,5,5,1,0,0.7739731240253694,0.13333333333333333,0.865360677242279,4.574077129364014,0.2905691862106323
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,The mother of one of the men raised the alarm before later finding them on the shore of The Braes peninsula on Skye.,3,8,2,0,2,1,0.7959377569017954,0.16216216216216214,0.8900187611579895,1.4507113695144653,0.19878673553466797
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,"The Coastguard said the men were ""very  cold"" and needed medical attention.",0,1,6,6,5,8,1.1338782740894822,0.07692307692307691,0.8614901900291443,0.6541826725006104,-0.016552090644836426
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,The Portree RNLI lifeboat and Coastguard Rescue Team had been looking for the two men.,1,0,0,4,7,2,1.3142426245075942,0.2758620689655172,0.8669325113296509,0.322517991065979,0.05803513526916504
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,"After the kayakers were found, the lifeboat crew took them to Portree Hospital where they were treated for hypothermia and cuts and scrapes.",3,6,3,1,4,3,0.9058132086672357,0.16216216216216214,0.8798943758010864,1.0612506866455078,0.018456697463989258
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,The Coastguard team escorted the mother and another woman safely back home.,0,2,7,3,9,5,1.1005787560561968,0.07692307692307691,0.873146116733551,0.2801049053668976,0.012876510620117188
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,"Coastguard watch manager Martin Collins said: ""These kayakers have been very lucky.",0,3,1,2,8,7,1.0789668801000527,0.23076923076923075,0.8792194724082947,0.30081331729888916,-0.002349376678466797
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,"""We have had wintery squalls across the area this evening with winds gusting to over 40mph at times and if they hadn't made someone aware of their plans they could have been exposed to the elements for a lot longer.",0,4,4,8,0,9,1.0,0.14545454545454548,0.8499994277954102,5.632320880889893,-0.02362823486328125
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,"""If you are heading out to sea in a kayak the Coastguard recommends that you check the weather forecast and tidal conditions before you head out, wear a buoyancy aid and carry distress flares are in date and stowed where you can reach them.""",0,7,8,9,3,4,0.8966093756522917,0.06896551724137931,0.8472721576690674,1.397130012512207,0.017565488815307617
xsum__validation__32114030__pegasus-xsum__0,Two kayakers have been rescued after getting into difficulty off the Isle of Skye.,"He added: ""For remote locations carrying a personal locator beacon is highly recommended.""",0,5,9,7,6,6,1.0,0.0,0.8554420471191406,0.3268905282020569,0.009665846824645996
xsum__validation__32148433__pegasus-xsum__0,Plans for a second wind farm in the Scottish Borders have been lodged a year after the first was rejected.,Energy Minister Fergus Ewing refused permission for the 21-turbine Rowantree development near Oxton last May.,2,2,5,2,5,0,0.9906403116750591,0.11111111111111112,0.8665963411331177,1.572794795036316,3.3944082260131836
xsum__validation__32148433__pegasus-xsum__0,Plans for a second wind farm in the Scottish Borders have been lodged a year after the first was rejected.,"He said the decision was based on ""unacceptable environmental impacts"".",1,6,2,3,6,2,0.8635278922155046,0.13333333333333333,0.8599961996078491,0.859948992729187,0.08035266399383545
xsum__validation__32148433__pegasus-xsum__0,Plans for a second wind farm in the Scottish Borders have been lodged a year after the first was rejected.,RWE Innogy UK has submitted scoping plans to Scottish Borders Council for a wind farm of up to 11 turbines in the same location.,2,1,0,0,2,1,1.125955623981128,0.4090909090909091,0.904671311378479,2.9563326835632324,1.2188910245895386
xsum__validation__32148433__pegasus-xsum__0,Plans for a second wind farm in the Scottish Borders have been lodged a year after the first was rejected.,"The proposed development on land north-east and east of Burnhouse Mains farmhouse, between Stow and Fountainhall, will be known as Longmuir Rigg wind farm.",2,3,3,4,3,5,0.9786874349094895,0.1333333333333333,0.8576772809028625,1.7577956914901733,-0.015042304992675781
xsum__validation__32148433__pegasus-xsum__0,Plans for a second wind farm in the Scottish Borders have been lodged a year after the first was rejected.,A letter lodged with the council states that RWE's new plans for the site take into account the Scottish government's concerns about the Rowantree development.,1,0,1,1,4,6,1.1667425640864935,0.29787234042553196,0.8879138827323914,1.7245841026306152,-0.08522355556488037
xsum__validation__32148433__pegasus-xsum__0,Plans for a second wind farm in the Scottish Borders have been lodged a year after the first was rejected.,"In the correspondence, project manager Christopher McPake states: ""It has sought to reduce or negate the identified significant environmental effects of cumulative noise as well as effects upon landscape character and visual receptors.""",1,5,4,6,0,4,0.8991074349408931,0.11320754716981132,0.831808865070343,7.627272129058838,0.020546555519104004
xsum__validation__32148433__pegasus-xsum__0,Plans for a second wind farm in the Scottish Borders have been lodged a year after the first was rejected.,"It lays out plans to build between nine and 11 turbines, no more than 130m (426ft) high.",1,4,6,5,1,3,0.9753387381914198,0.05405405405405405,0.8481776118278503,5.501271724700928,0.035620689392089844
